run_id,run_timestamp_iso,platform_version,dataset_version,scorecard_mode,comparison_policy,judge_temperature_enforced,judge_seed_enforced,domain,tier,questions_total,exact_match_pass,exact_match_eligible,exact_match_pct,exact_match_not_applicable,exact_match_clarification,expected_answer_off_contract,null_handling_applicable,null_handling_fail,judge_factual,judge_completeness,judge_format,judge_sql,judge_overall,judge_clarifications,judge_errors,platform_errors,baseline_exact_match_pct,delta_pct,regression_flag
20260923T121810Z,2026-09-23T12:18:10.828739+00:00,,dataset-v1.0.0+qa-pairs-v0.3.0,PREVIEW,numeric=value labels=required proximity=120,True,False,crm,ALL,5,3,4,75.0,0,1,0,0,0,4.0,4.0,3.75,4.5,3.75,1,0,0,,,
20260923T121810Z,2026-09-23T12:18:10.828739+00:00,,dataset-v1.0.0+qa-pairs-v0.3.0,PREVIEW,numeric=value labels=required proximity=120,True,False,crm,T1,5,3,4,75.0,0,1,0,0,0,4.0,4.0,3.75,4.5,3.75,1,0,0,,,
