run_id,run_timestamp_iso,platform_version,dataset_version,scorecard_mode,comparison_policy,judge_temperature_enforced,judge_seed_enforced,domain,tier,questions_total,exact_match_pass,exact_match_eligible,exact_match_pct,exact_match_not_applicable,expected_answer_off_contract,null_handling_applicable,null_handling_fail,judge_factual,judge_completeness,judge_format,judge_sql,judge_overall,judge_errors,platform_errors,baseline_exact_match_pct,delta_pct,regression_flag
20260921T122513Z,2026-09-21T12:25:13.310537+00:00,,,PREVIEW,numeric=value labels=required proximity=120,True,False,crm,ALL,1,1,1,100.0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,0,0,,,
20260921T122513Z,2026-09-21T12:25:13.310537+00:00,,,PREVIEW,numeric=value labels=required proximity=120,True,False,crm,T1,1,1,1,100.0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,0,0,,,
